record_id,entry_type,event_description,type,country,target_country,target_direction,compliance,date_announced,link,ISO_A3,ISO_A2,severity_index,lat,lng
8376044,New Entry,"From April 2, Iraq is exempting ""all medicines, medical supplies and devices, diagnostic and laboratory equipment from import license regulations"".",Health Resources,Iraq,All,Inbound,NA,02/04/2020,https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/,IRQ,IQ,0.163087965,33.223191,43.679291
2175993,New Entry,"Iraq has created a new committee on April 2 to assess current and future needs in terms of medical supplies, food, and agricultural produce.",New Task Force or Bureau,Iraq,,,NA,02/04/2020,https://gds.gov.iq/covid-19-higher-committee-for-health-and-national-safety-announces-key-measures/,IRQ,IQ,0.163087965,33.223191,43.679291
8862254,New Entry,"On Feb 20 the Minister for Health of the Republic of Ireland ""signed regulations making Covid-19 a notifable disease."" He stated that Ireland was now in Containment Phase.",Declaration of Emergency,Ireland,,,Mandatory (Unspecified/Implied),20/02/2020,https://www.gov.ie/en/press-release/290361-minister-for-health-signs-regulations-to-make-covid-19-a-notifiable-/,IRL,IE,-0.868030937,53.1424,-7.6921
1650931,New Entry,"""Anyone returning to Ireland from China in the last 14 days and experiencing symptoms associated with Covid-19, is instructed to self-isolate and contact the health service executive via phone or email."" Feb 20",Quarantine,Ireland,Asia,Inbound,Mandatory (Unspecified/Implied),20/02/2020,https://www.gov.ie/en/press-release/290361-minister-for-health-signs-regulations-to-make-covid-19-a-notifiable-/,IRL,IE,-0.868030937,53.1424,-7.6921
3404774,New Entry,"In Ireland the Chief Medical Officer advises Parents of ""school children travelling from affected regions in the last 14 days and showing symptoms to stay home (quarantine) and contact their GP"".",Quarantine,Ireland,"South Korea,Other Regions (please specify below)",Inbound,Mandatory (Unspecified/Implied),27/02/2020,https://www.gov.ie/pdf/?file=https://assets.gov.ie/70426/009cec5b4c7a46ffaf89a32d716f269a.pdf#page=1,IRL,IE,-0.465914617,53.1424,-7.6921
431756,New Entry,"Following a confirmed case of Covid-19 in Ireland the Minister for Health urged the public to ""follow the guidance and advice of the HSE to self-isolate if showing any symptoms and contact their GP immediately"". Feb 29",Quarantine,Ireland,All,Inbound,Mandatory (Unspecified/Implied),29/02/2020,https://www.gov.ie/en/press-release/4b2e8a-minister-for-health-statement-on-confirmed-case-of-covid-19-coronavi/,IRL,IE,-0.324201784,53.1424,-7.6921
5249294,New Entry,In Ireland the Department of Health had to close a school in the east of the country (Dublin) to prevent a further spread of the virus from Mar 01-Mar 16.,Closure of Schools,Ireland,,,Mandatory (Unspecified/Implied),01/03/2020,https://www.gov.ie/pdf/?file=https://assets.gov.ie/70657/89f2241227724f2e94556342e9c27a04.pdf#page=1,IRL,IE,-0.208702339,53.1424,-7.6921
8000348,New Entry,"In a letter to parents of a closed school in Ireland, Dublin the Department of Health asked parents to make sure that the children who attended the closed school ""restrict their movements, avoid crowded places, other large events for 14 days""(social distancing), starting from Mar 01 - Mar 16.",Social Distancing,Ireland,,,Mandatory (Unspecified/Implied),02/03/2020,https://www.gov.ie/pdf/?file=https://assets.gov.ie/70761/dcf646276d764d4c8eb7ef0d5d12bb52.pdf#page=1,IRL,IE,-0.095898857,53.1424,-7.6921
6887965,New Entry,"The Republic of Ireland ""will close the following institutions to students: educational institutions including creches or kindergartens, primary and secondary schools"" as well as ""higher educational institutions, including universities, research institutes and so on"". The institutions will be closed for a period until 29 March 2020. ""It will take effect from 6pm this evening, Thrusday 12 March.""",Closure of Schools,Ireland,Domestic,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.education.ie/en/Press-Events/Press-Releases/2020-press-releases/12-march-2020-statement-from-the-department-of-education-and-skills.html,IRL,IE,0.258521214,53.1424,-7.6921
309131,New Entry,"The Republic of Ireland advises ""that all indoor mass gatherings of more than 100 people and outdoor mass gatherings of more than 500 people should be cancelled"" to maintain social distancing. These measures are taking effect on Mar 12th 2020 until Mar 29th.",Social Distancing,Ireland,Domestic,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/speech/5a280b-statement-by-an-taoiseach-on-measures-to-tackle-covid-19-washington/,IRL,IE,0.258521214,53.1424,-7.6921
4552935,New Entry,"The Republic of Ireland announced on Mar 12th that ""cultural institutions will close"" after 6pm the same day until Mar 29th to enforce social distancing.",Social Distancing,Ireland,,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/speech/5a280b-statement-by-an-taoiseach-on-measures-to-tackle-covid-19-washington/,IRL,IE,0.258521214,53.1424,-7.6921
7818482,New Entry,"The Republic of Ireland issued on Mar 12th that ""where possible you should work from home. In order to reduce unnnecessary face to face interaction in the workplace, break times and working times should be staggered and meetings done remotely or by phone."" The measure will last until Mar 29th to keep up social distancing.",Social Distancing,Ireland,,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/speech/5a280b-statement-by-an-taoiseach-on-measures-to-tackle-covid-19-washington/,IRL,IE,0.258521214,53.1424,-7.6921
7288540,New Entry,"On March 12th the Republic of Ireland issued that ""restaurants, cafes and other businesses can stay open but should always look at ways that they can implement the public health advice on social distancing."" It'll last until March 29th.",Social Distancing,Ireland,,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/speech/5a280b-statement-by-an-taoiseach-on-measures-to-tackle-covid-19-washington/,IRL,IE,0.258521214,53.1424,-7.6921
9431475,New Entry,"On Mar 12th TD Leo Varadkar of Ireland and the Department of Health said that people in Ireland should seek ""social distancing is keeping a 2 metre (6 feet) space between you and other people. You should not shake hands or make close contact where possible.""",Social Distancing,Ireland,,,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/speech/5a280b-statement-by-an-taoiseach-on-measures-to-tackle-covid-19-washington/,IRL,IE,0.258521214,53.1424,-7.6921
2848876,New Entry,On Mar 12 Ireland stated that they are now moving from Containment Phase (Declaration of Emergency) into Delay Phase.,Declaration of Emergency,Ireland,,,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
2417563,New Entry,"On Mar 12 the Irish government urged people to ""self-isolate if they have flu-like symptoms regardless of travel or contact history"". These regulations should be kept until Mar 29.",Quarantine,Ireland,Ireland,Inbound,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
7981197,New Entry,"On Mar 12 the government of the Republic of Ireland decided that ""visiting of hospitals and nursing homes as well as residential services will be restricted and is asking for limited contact within in long stay settings"" until Mar 29 to maintain social distancing.",Social Distancing,Ireland,,,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
6379453,New Entry,"On Mar 12 the Irish government asked people at a higher risk ""to stay in protective self-separation, if the virus is circulating in their community"". Furthermore ""all day services and community day hospitals are asked to enhance their social distancing measures"" and keep them up until Mar 29th.",Social Distancing,Ireland,",Ireland",,"Mandatory (Unspecified/Implied),Voluntary/Recommended but No Penalties",12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
3058103,New Entry,"On Mar 12 the Irish government asked all citizens ""to reduce social interactions with people outside the workplace and that they are required to avoid crowded places, increase interpersonal distance, and practise protective measures when in crowded settings"" until Mar 29.",Social Distancing,Ireland,,,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
309131,Correction to Existing Entry (type in Record ID in text box),"The Republic of Ireland adviseds that ""all indoor mass gatherings of more than one hundred people and outdoor gatherings of more than 500 people should be cancelled"" until Mar 29.",Restrictions of Mass Gatherings,Ireland,Domestic,,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/?referrer=/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
133292,New Entry,"On March 12 Ireland announced that ""museum, galleries and tourism sites will close"" until Mar 29.",Restriction of Non-Essential Businesses,Ireland,,,Mandatory (Unspecified/Implied),12/03/2020,https://www.gov.ie/en/publication/cf9b0d-new-public-health-measures-effective-now-to-prevent-further-spread-o/?referrer=/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
6379453,Correction to Existing Entry (type in Record ID in text box),"On Mar 12 the Irish government asked people at a higher risk ""to stay in protective self-separation, if the virus is circulating in their community"" until Mar 29th.",Quarantine,Ireland,",Ireland",Inbound,Voluntary/Recommended but No Penalties,12/03/2020,https://www.gov.ie/en/publication/ea1c30-updated-measures-in-response-to-covid-19-coronavirus/,IRL,IE,0.258521214,53.1424,-7.6921
1517540,New Entry,"The Republic of Ireland ""will close the following institutions to students: educational institutions including creches or kindergartens, primary and secondary schools"" as well as ""higher educational institutions, including universities, research institutes and so on"". The institutions will be closed for a period until 29 March 2020. ""It will take effect from 6pm this evening, Thrusday 12 March.""",Closure of Schools,Ireland,Domestic,,Voluntary/Recommended but No Penalties,12/03/2020,NA,IRL,IE,0.258521214,53.1424,-7.6921
7155728,New Entry,Ireland's Road Safety Authority suspended all driving tests from Mar 16 until April 19.,Restriction of Non-Essential Government Services,Ireland,,,Mandatory (Unspecified/Implied),13/03/2020,https://www.rsa.ie/en/RSA/Learner-Drivers/The-Driving-Test/Driving-Test-Disruptions/,IRL,IE,0.259203591,53.1424,-7.6921
6508948,New Entry,"On 15th March 2020 the Republic of Ireland decided that ""all pubs are asked to close from tonight and the government strongly advises against any 'House Parties' "" to expand guidelines of social distancing.",Social Distancing,Ireland,,,Voluntary/Recommended but No Penalties,15/03/2020,https://www.gov.ie/en/press-release/20fc58-all-pubs-advised-to-close-until-march-29/?referrer=/en/press-release/8521ce-government-strongly-advises-against-any-house-parties/,IRL,IE,0.264564894,53.1424,-7.6921
77527,New Entry,From 17 March to 26 March there have been several GAA stadiums opened as additional test services in Ireland.,Health Resources,Ireland,Ireland,Inbound,Voluntary/Recommended but No Penalties,17/03/2020,https://www.the42.ie/nowlan-park-covid-19-testing-centre-5051775-Mar2020/,IRL,IE,0.280706809,53.1424,-7.6921
5549551,New Entry,"The minister for Finance and Public Expenditure & Reform of the Republic of Ireland put measures in place in coordination with 5 retail banks (AIB, Bank of Ireland, KBC, Permanent tsb and Ulster Bank) and the European Central Bank to support individuals and businesses affected by covid-19 on March 18. These measures are meant to support customers like bank borrowers and costumers with rental property.",Other Policy Not Listed Above,Ireland,,,Voluntary/Recommended but No Penalties,18/03/2020,https://www.gov.ie/en/press-release/878d4d-wednesdminister-donohoe-outlines-further-measures-to-support-individ/,IRL,IE,0.2649807,53.1424,-7.6921
2831574,New Entry,"Ireland's HSE instructed ""all harbour masters, shipping agents, ship owners and operators including ferry companies and masters to complete and submit a Maritime Declaration of Health for all ships arriving in Ireland"" from Mar 18.",Health Monitoring,Ireland,Ireland,Inbound,Mandatory (Unspecified/Implied),18/03/2020,https://www.gov.ie/pdf/?file=https://assets.gov.ie/71589/8bf801489bd04bbebd2cd5f81b03e358.pdf#page=1,IRL,IE,0.2649807,53.1424,-7.6921
9084101,New Entry,"On Mar 19 the Department for Education and Skills of Ireland released that the ""leaving certificate and junior cycle oral and practical tests will be cancelled and students will get full marks"".",Closure of Schools,Ireland,,,Mandatory (Unspecified/Implied),19/03/2020,https://www.education.ie/en/Press-Events/Press-Releases/2020-press-releases/PR20-03-19.html,IRL,IE,0.284064328,53.1424,-7.6921
7900036,New Entry,"On Mar 20th the Minister for Justice in Ireland ""announced that immigration permissions due to expire between 20 March and 20 May will be automatically extended for two months."" (External Border Restrictions)",External Border Restrictions,Ireland,All,Inbound,Voluntary/Recommended but No Penalties,20/03/2020,https://www.thejournal.ie/immigration-permissions-5053375-Mar2020/,IRL,IE,0.281182873,53.1424,-7.6921
